RUNNUMBER,BEAM_CURRENT,CURRENT_MIN,CURRENT_MEAN,CURRENT_MAX,CURRENT_SIGMA,PRESSURE,PRESSURE_MIN,PRESSURE_MEAN,PRESSURE_MAX,PRESSURE_SIGMA,PSC_RATE,PSC_MIN,PSC_MEAN,PSC_MAX,PSC_SIGMA,D1,D1_MIN,D1_MEAN,D1_MAX,D1_SIGMA,D3,D3_MIN,D3_MEAN,D3_MAX,D3_SIGMA,D4,D4_MIN,D4_MEAN,D4_MAX,D4_SIGMA,D5,D5_MIN,D5_MEAN,D5_MAX,D5_SIGMA,PRESSURE_MIN (MMHG),PRESSURE_MEAN (MMHG),PRESSURE_MAX (MMHG),PRESSURE_SIGMA (MMHG),AVG_TEMP,CALIB_PRES,GAS_DENSITY,MIN_A_MEAN,MIN_A_STD,MEAN_A_MEAN,MEAN_A_STD,MAX_A_MEAN,MAX_A_STD,SIGMA_A_MEAN,SIGMA_A_STD,MIN_B_MEAN,MIN_B_STD,MEAN_B_MEAN,MEAN_B_STD,MAX_B_MEAN,MAX_B_STD,SIGMA_B_MEAN,SIGMA_B_STD,MIN_C_MEAN,MIN_C_STD,MEAN_C_MEAN,MEAN_C_STD,MAX_C_MEAN,MAX_C_STD,SIGMA_C_MEAN,SIGMA_C_STD,MIN_D_MEAN,MIN_D_STD,MEAN_D_MEAN,MEAN_D_STD,MAX_D_MEAN,MAX_D_STD,SIGMA_D_MEAN,SIGMA_D_STD,MIN_E_MEAN,MIN_E_STD,MEAN_E_MEAN,MEAN_E_STD,MAX_E_MEAN,MAX_E_STD,SIGMA_E_MEAN,SIGMA_E_STD,MIN_F_MEAN,MIN_F_STD,MEAN_F_MEAN,MEAN_F_STD,MAX_F_MEAN,MAX_F_STD,SIGMA_F_MEAN,SIGMA_F_STD,MIN_G_MEAN,MIN_G_STD,MEAN_G_MEAN,MEAN_G_STD,MAX_G_MEAN,MAX_G_STD,SIGMA_G_MEAN,SIGMA_G_STD,MIN_H_MEAN,MIN_H_STD,MEAN_H_MEAN,MEAN_H_STD,MAX_H_MEAN,MAX_H_STD,SIGMA_H_MEAN,SIGMA_H_STD,MIN_I_MEAN,MIN_I_STD,MEAN_I_MEAN,MEAN_I_STD,MAX_I_MEAN,MAX_I_STD,SIGMA_I_MEAN,SIGMA_I_STD,GAIN,INDEX,THICKNESS,ID,THICKNESS_RL,CALIB_PRES_MEAN,CALIB_PRES_MAX,CALIB_PRES_MIN,GAS_DENSITY_MEAN,GAS_DENSITY_MAX,GAS_DENSITY_MIN,D1MAX_D5MAX_DIFF,D1MEAN_D5MEAN_DIFF,RADLENGTH_OVER_PSC_MEAN,PSC_MEAN_OVER_CURRENT_MEAN,PSC_MAX_OVER_CURRENT_MAX,AMAX_IMAX_DIFF,MEAN_A_OVER_PSC_MEAN,MAX_A_OVER_PSC_MAX,SUM_A_I_MEAN,SUM_A_I_MAX,A_MEAN_PLUS_STD,A_MEAN_MINUS_STD,A_MAX_PLUS_STD,A_MAX_MINUS_STD,a1,a2,b1,b2,c1,c2,A1,A2,B1,B2,C1,C2
51568,IBCAD00CRCUR6,195.0,201.87,207.0,3.0788,RESET:i:GasPanelBarPress1,99.69,99.69,99.69,0.0,PSC:coinc:scaler:rate,3276.3,3407.5,3609.1,70.997,GAS:i::CDC_Temps-CDC_D1_Temp,299.35,299.35,299.35,273.15,GAS:i::CDC_Temps-CDC_D3_Temp,298.95,298.956,299.04999999999995,273.173317,GAS:i::CDC_Temps-CDC_D4_Temp,298.95,298.96,299.04999999999995,273.17948099999995,GAS:i::CDC_Temps-CDC_D5_Temp,298.15,298.248,298.25,273.163734,747.7368078,747.7368078,747.7368078,0.0,572.0285,100.97216,0.3378368132870046,5.012499999999999,0.2799872446074237,5.278087500000001,0.263273570034235,5.525,0.2187627547301938,0.1263625,0.0418591607144037,2.777777777777778,0.3562926387738658,2.9895111111111112,0.2460417416031499,3.155555555555556,0.3503966006938106,0.0817912222222222,0.0606732873527917,2.0090909090909093,0.1445997610962442,2.240036363636364,0.1277176438298739,2.4545454545454546,0.2978712351457803,0.1029443636363636,0.0668842659738039,1.4428571428571428,0.1089409558803845,1.612007142857143,0.1176379351706276,1.807142857142857,0.2813819897858144,0.076799,0.0644461687110914,1.0705882352941178,0.1862951484954484,1.227770588235294,0.1526768514080715,1.4176470588235293,0.1878672873255448,0.0813814705882352,0.0643812606451963,0.9473684210526316,0.2674331090875947,1.093656842105263,0.2368141786542686,1.263157894736842,0.3165974070150527,0.0681753684210526,0.04570749726274,0.7809523809523808,0.1600595127415038,0.895052380952381,0.109332160954806,1.0285714285714287,0.161687529336239,0.0533764285714285,0.0397627332380099,1.0833333333333337,0.3143892169113707,1.2259845833333338,0.3011936510385068,1.3916666666666664,0.2636147826340329,0.0777787083333333,0.0526942722120223,1.1115384615384616,0.2997691419434937,1.2403942307692308,0.3204390195737476,1.3961538461538454,0.316835312717215,0.0720450384615384,0.0497795744710464,0.162,10,47,11000.0,0.00039,100.97216,100.97216,100.97216,0.17651596030617356,0.17651596030617356,0.17651596030617356,1.1000000000000227,1.1020000000000323,1.144534115920763e-07,16.879675038391042,16.46135265700483,4.128846153846155,0.001548961848862803,0.0015308525671219972,17.80250074300012,19.43944076219618,5.404450000000001,5.404450000000001,5.6513625,5.6513625,1.01354,-0.0824812,-0.100501,-0.438713,-0.000564093,0.262418,1.01354,0.0824812,-0.100501,0.438713,-0.000564093,-0.262418
50908,IBCAD00CRCUR6,442.5,453.96,463.5,4.6831,RESET:i:GasPanelBarPress1,99.559,99.559,99.559,0.0,PSC:coinc:scaler:rate,3939.0,4099.6,4276.6,92.453,GAS:i::CDC_Temps-CDC_D1_Temp,299.25,299.271,299.35,273.190436,GAS:i::CDC_Temps-CDC_D3_Temp,298.95,298.95,298.95,273.15,GAS:i::CDC_Temps-CDC_D4_Temp,299.04999999999995,299.04999999999995,299.04999999999995,273.15,GAS:i::CDC_Temps-CDC_D5_Temp,298.25,298.25,298.25,273.15,746.7542265799999,746.7542265799999,746.7542265799999,0.0,572.03025,100.832776,0.3373684811893727,5.3375,0.350255009141299,5.449425000000001,0.3393382793867248,5.6,0.2878491668515701,0.0711837499999999,0.0361744260641606,3.0666666666666664,0.2345207879911714,3.115466666666667,0.2685471932454332,3.1888888888888887,0.3218867985971327,0.035485,0.0313314930820412,2.209090909090909,0.1758098145983064,2.3034363636363637,0.1468660837138872,2.409090909090909,0.1814086296433852,0.0673744545454545,0.0673343724473075,1.557142857142857,0.2173769703826678,1.676785714285714,0.1760432239630275,1.7714285714285718,0.230145677706606,0.0533522857142857,0.0361082864949916,1.164705882352941,0.1835114998800764,1.2505117647058823,0.1752406912019614,1.347058823529412,0.187475488593921,0.0477588235294117,0.0396652843148692,1.036842105263158,0.2650168261236538,1.140985789473684,0.2468800974228355,1.2315789473684209,0.2450683160511855,0.0462713157894736,0.025438010017934,0.8047619047619049,0.1802115159366639,0.9203471428571428,0.1211442754381261,1.019047619047619,0.136451631060415,0.0616212380952381,0.0588698315751835,1.1833333333333336,0.3265986323710904,1.260126666666667,0.3123066209278348,1.3708333333333331,0.269426390151642,0.0531839583333333,0.0536523215118123,1.2192307692307691,0.3406103119627833,1.2827630769230771,0.3555592724345039,1.369230769230769,0.3438246422457014,0.0410268461538461,0.0328027605407743,0.15,8,17,10000.0,0.00014,100.83277600000001,100.83277600000001,100.83277600000001,0.17627175485911803,0.17627175485911803,0.17627175485911803,1.1000000000000227,1.021000000000015,3.4149673138842805e-08,9.030751608071197,8.844875943905071,4.230769230769231,0.0013292577324617036,0.0013094514333816581,18.3998481852152,19.307157861917926,5.520608750000001,5.520608750000001,5.67118375,5.67118375,1.04071,-0.129008,-0.125705,-0.38179,0.0111077,0.212797,1.04071,0.129008,-0.125705,0.38179,0.0111077,-0.212797
50847,IBCAD00CRCUR6,438.0,451.49,459.0,3.9646,RESET:i:GasPanelBarPress1,97.51,97.51,97.51,0.0,PSC:coinc:scaler:rate,4392.7,4674.3,5025.4,138.07,GAS:i::CDC_Temps-CDC_D1_Temp,299.35,299.35299999999995,299.45,273.16824699999995,GAS:i::CDC_Temps-CDC_D3_Temp,299.04999999999995,299.04999999999995,299.04999999999995,273.15,GAS:i::CDC_Temps-CDC_D4_Temp,299.15,299.15,299.15,273.15,GAS:i::CDC_Temps-CDC_D5_Temp,298.35,298.35,298.35,273.15,731.3854562,731.3854562,731.3854562,0.0,572.1257499999999,98.65264,0.3299687014749525,6.425,0.3845219666769934,6.722124999999999,0.4171092825284863,7.1,0.5903993805649095,0.19217125,0.0555532618143551,3.744444444444444,0.353946009693255,3.907011111111111,0.389094533643318,4.166666666666667,0.51234753829798,0.1101037777777777,0.069535839553747,2.709090909090909,0.1758098145983064,2.923836363636364,0.1760978890999394,3.1181818181818177,0.2638870281699418,0.1005475454545454,0.061043897872537,1.9357142857142853,0.2097879620259204,2.096764285714286,0.2619834950971083,2.3428571428571425,0.3390354774135812,0.0977199285714286,0.0665179897349515,1.423529411764706,0.2411675034200967,1.6220117647058827,0.2116255297759254,1.8176470588235292,0.2480808691678155,0.1110557058823529,0.0596506920336687,1.2736842105263155,0.2684153192828811,1.4408052631578945,0.2679812316680326,1.6368421052631577,0.3218186623892224,0.0943615263157894,0.0647139531643064,1.042857142857143,0.1567527625639451,1.1689590476190477,0.147606904103594,1.3190476190476192,0.1887300919807109,0.0720919523809523,0.0501568936891791,1.4541666666666666,0.4403350173858898,1.58229375,0.4125827448373235,1.7541666666666669,0.3322900339562814,0.0828165,0.0535475780088016,1.4961538461538464,0.4564916378036025,1.627868846153846,0.4477372495232169,1.7884615384615388,0.4483988609057104,0.0817561538461538,0.0589009791984427,0.179,9,17,10045.0,0.00014,98.65264,98.65264,98.65264,0.17243174249716958,0.17243174249716958,0.17243174249716958,1.099999999999966,1.002999999999929,2.99510087071861e-08,10.353053223770184,10.183660130718955,5.311538461538461,0.0014381030314699525,0.001412822859871851,23.09167543209843,25.043870615968135,6.91429625,6.91429625,7.29217125,7.29217125,1.02486,-0.109951,-0.111602,-0.393122,0.000537705,0.257935,1.02486,0.109951,-0.111602,0.393122,0.000537705,-0.257935
51574,IBCAD00CRCUR6,195.0,198.95,205.5,2.7287,RESET:i:GasPanelBarPress1,100.13,100.13,100.13,0.0,PSC:coinc:scaler:rate,3150.5,3357.4,3601.3,80.717,GAS:i::CDC_Temps-CDC_D1_Temp,299.25,299.338,299.35,273.181949,GAS:i::CDC_Temps-CDC_D3_Temp,298.95,298.95,298.95,273.15,GAS:i::CDC_Temps-CDC_D4_Temp,298.95,298.985,299.04999999999995,273.19773,GAS:i::CDC_Temps-CDC_D5_Temp,298.25,298.25,298.25,273.15,751.0370806,751.0370806,751.0370806,0.0,572.03075,101.44032,0.3394006472481082,5.1,0.3664501525251618,5.305524999999999,0.2784128884024077,5.5,0.2390457218668784,0.0997471249999999,0.029723185776367,2.9222222222222225,0.1986062547968832,3.0116444444444443,0.2449450964558747,3.1222222222222222,0.2818589087547959,0.0533222222222222,0.0342188229223981,2.1090909090909093,0.1221027882936787,2.259945454545455,0.1209512080438749,2.390909090909091,0.1814086296433853,0.0727510909090909,0.0537407018254405,1.5142857142857142,0.109945041215655,1.6175785714285715,0.118757187174059,1.7285714285714282,0.1728875643015132,0.0456637857142857,0.0334793534520297,1.1294117647058823,0.1896203637612299,1.2306882352941175,0.1525678327923064,1.3529411764705883,0.1907801321509381,0.0547487058823529,0.0455597405745531,1.0000000000000002,0.2603416558635551,1.1076436842105264,0.2310270163665455,1.2421052631578948,0.250146156107194,0.0573623157894736,0.0348360686470736,0.819047619047619,0.1435933411375597,0.8983195238095236,0.1058943047796334,0.9904761904761904,0.1220850601210561,0.0369358571428571,0.0285438317247101,1.1125,0.3193914049645315,1.2280966666666668,0.3085525869304117,1.3291666666666664,0.326348928584737,0.0539580833333333,0.0482198047531046,1.1307692307692307,0.3133933384987379,1.2423815384615386,0.3091030408869161,1.3923076923076922,0.2415335619297276,0.0665436153846153,0.0548045695474944,0.164,11,47,11045.0,0.00039,101.44032,101.44032,101.44032,0.17733368354760648,0.17733368354760648,0.17733368354760648,1.1000000000000227,1.0880000000000223,1.1616131530350867e-07,16.87559688363911,16.33771289537713,4.107692307692307,0.001580248108655507,0.0015272262793991059,17.901823118860843,19.04869973078177,5.405272124999999,5.405272124999999,5.5997471249999995,5.5997471249999995,1.00799,-0.0390205,-0.0883919,-0.526892,-0.00803253,0.328314,1.00799,0.0390205,-0.0883919,0.526892,-0.00803253,-0.328314
51440,IBCAD00CRCUR6,196.5,201.16,207.0,2.175,RESET:i:GasPanelBarPress1,100.61,100.61,100.61,0.0,PSC:coinc:scaler:rate,3322.2,3485.3,3608.6,67.856,GAS:i::CDC_Temps-CDC_D1_Temp,299.25,299.29,299.35,273.19899,GAS:i::CDC_Temps-CDC_D3_Temp,298.95,298.95,298.95,273.15,GAS:i::CDC_Temps-CDC_D4_Temp,298.95,298.952,299.04999999999995,273.16561299999995,GAS:i::CDC_Temps-CDC_D5_Temp,298.25,298.25,298.25,273.15,754.6373782,754.6373782,754.6373782,0.0,572.0105,101.95104,0.3411325350790753,5.2625,0.3377974879378806,5.380387499999999,0.2853983753958162,5.55,0.2878491668515696,0.09752625,0.0560751308966053,2.955555555555556,0.2455153310442704,3.0628777777777776,0.246222530334745,3.155555555555556,0.2920235911322538,0.0499031111111111,0.0355217532909217,2.1818181818181817,0.1250454462839955,2.284909090909091,0.119689527148748,2.372727272727273,0.19021518914592,0.0551976363636363,0.067893225261837,1.542857142857143,0.1222499691004253,1.6337928571428573,0.1168189556818302,1.757142857142857,0.1554857684028483,0.0511528571428571,0.0305528433068326,1.1588235294117646,0.1804813824519434,1.2681941176470588,0.1512727770890562,1.388235294117647,0.1363925994197286,0.0594794117647058,0.0454481336938861,1.0052631578947369,0.26135051858998,1.12048,0.2373495219666089,1.2421052631578946,0.2410988489619147,0.0626994210526316,0.0458051336585707,0.8190476190476191,0.1435933411375597,0.920090476190476,0.0913403016458885,1.0523809523809522,0.1435933411375598,0.0523507142857142,0.0347691002344651,1.1375,0.3159698664773891,1.2485699999999995,0.3214739294724142,1.3666666666666665,0.3447326206063837,0.0568215416666666,0.0489010288501876,1.153846153846154,0.3289142979327826,1.268576923076923,0.3197079464607563,1.4346153846153844,0.2770448450230506,0.0671597307692307,0.05048926182828,0.16,3,40,0.0,0.000449,101.95104,101.95104,101.95104,0.17823281215991665,0.17823281215991665,0.17823281215991665,1.1000000000000227,1.0400000000000205,1.2882678679023326e-07,17.326009146947705,16.83719806763285,4.115384615384615,0.001543737267953978,0.0015379925732971235,18.187878742744186,19.31942924636423,5.477913749999999,5.477913749999999,5.647526249999999,5.647526249999999,1.00479,-0.0503435,-0.0909644,-0.486412,-0.00673478,0.306132,1.00479,0.0503435,-0.0909644,0.486412,-0.00673478,-0.306132
51410,IBCAD00CRCUR6,193.5,197.49,201.0,1.946,RESET:i:GasPanelBarPress1,99.232,99.232,99.232,0.0,PSC:coinc:scaler:rate,3570.2,3675.4,3825.2,72.775,GAS:i::CDC_Temps-CDC_D1_Temp,299.35,299.35,299.35,273.15,GAS:i::CDC_Temps-CDC_D3_Temp,298.95,298.95,298.95,273.15,GAS:i::CDC_Temps-CDC_D4_Temp,298.95,298.992,299.04999999999995,273.199326,GAS:i::CDC_Temps-CDC_D5_Temp,298.25,298.25,298.25,273.15,744.30152384,744.30152384,744.30152384,0.0,572.0355,100.484848,0.3361984706518048,5.875000000000001,0.3370036032024414,6.0820375,0.3421208639292759,6.3875,0.4389516732267589,0.12817075,0.0550365004487281,3.311111111111112,0.3370624736026113,3.453011111111111,0.2330957069770079,3.6222222222222222,0.2905932629027114,0.0694534444444444,0.046935210610242,2.363636363636364,0.1911686547147689,2.547481818181818,0.1372999039925507,2.672727272727273,0.1793929156399945,0.0629542727272727,0.0410850218768127,1.6642857142857146,0.1392681025777417,1.7817285714285716,0.1690367708225341,1.9714285714285715,0.2367360472001592,0.0612305714285714,0.0387686056766282,1.241176470588235,0.1697749375254331,1.361129411764706,0.1550319393089126,1.511764705882353,0.1996320144076861,0.0624835882352941,0.0538582975931504,1.0894736842105264,0.2558096880323887,1.2039036842105262,0.2289914438772895,1.331578947368421,0.270909233629083,0.0616054210526315,0.0418386758823775,0.8857142857142858,0.1352246807565626,0.984744761904762,0.0937666656450493,1.1095238095238091,0.1410842369110096,0.0507232857142857,0.0385755115198008,1.2416666666666665,0.3450477807702765,1.3491408333333332,0.3476972966584918,1.4791666666666663,0.3635323879676326,0.0590449583333333,0.0401134535845076,1.2538461538461538,0.3624701579228493,1.367755769230769,0.3609401512181552,1.4961538461538464,0.3616415564956762,0.0631613461538461,0.0468643947268647,0.145,11,47,11045.0,0.00039,100.484848,100.484848,100.484848,0.1756619090948027,0.1756619090948027,0.1756619090948027,1.1000000000000227,1.1000000000000227,1.0611089949393263e-07,18.610562560129626,18.285572139303483,4.891346153846154,0.001654796076617511,0.001669847328244275,20.130933461165597,21.58206604197316,6.21020825,6.21020825,6.51567075,6.51567075,1.0117,-0.0635804,-0.101684,-0.465007,0.0052687,0.227823,1.0117,0.0635804,-0.101684,0.465007,0.0052687,-0.227823
51060,IBCAD00CRCUR6,174.0,179.67,184.5,2.2933,RESET:i:GasPanelBarPress1,99.864,99.864,99.864,0.0,PSC:coinc:scaler:rate,3222.4,3339.2,3458.4,78.797,GAS:i::CDC_Temps-CDC_D1_Temp,299.25,299.25,299.25,273.15,GAS:i::CDC_Temps-CDC_D3_Temp,298.95,298.95,298.95,273.15,GAS:i::CDC_Temps-CDC_D4_Temp,298.95,298.955,299.04999999999995,273.171296,GAS:i::CDC_Temps-CDC_D5_Temp,298.25,298.25,298.25,273.15,749.04191568,749.04191568,749.04191568,0.0,572.00125,101.15729600000002,0.3384871102262414,4.9125,0.3226563851175781,5.0332125,0.3056233650263016,5.175000000000001,0.2251983252919203,0.08750075,0.0684329633995405,2.7,0.2872281323269013,2.829844444444445,0.3079076286449846,2.9444444444444446,0.2505549396395485,0.0744263333333333,0.0559344573205997,2.0181818181818185,0.1401298099490741,2.109981818181818,0.1386727790028152,2.1818181818181817,0.1778661396566632,0.0409973636363636,0.0268870452384516,1.3785714285714286,0.1928673175989187,1.5173571428571424,0.1530990012241235,1.6285714285714286,0.1683794772282192,0.0713815,0.0576664352805125,1.023529411764706,0.1300452409966714,1.1492388235294115,0.152996554490712,1.2705882352941178,0.1611082938676379,0.0613361764705882,0.0405467393251838,0.905263157894737,0.2717713176970797,1.0287794736842106,0.2406367577092467,1.131578947368421,0.2495610180985523,0.0585323684210526,0.047626584241029,0.7285714285714286,0.1309307341415954,0.8193704761904763,0.1055941614141705,0.9095238095238096,0.1220850601210561,0.0633615238095238,0.0657833443993379,1.0541666666666667,0.2888946952222145,1.1346320833333334,0.2744255382015496,1.2208333333333334,0.2858688763974726,0.0377205,0.0274909240675346,1.053846153846154,0.326472993346487,1.1557476923076924,0.3018678651504025,1.265384615384615,0.312336110870719,0.0469438076923076,0.035953981444084,0.141,3,40,0.0,0.000449,101.15729600000002,101.15729600000002,101.15729600000002,0.17684803311181577,0.17684803311181577,0.17684803311181577,1.0,1.0,1.3446334451365598e-07,18.58518394834975,18.098644986449862,3.9096153846153854,0.0015073108828461909,0.0014963566967383763,16.77816445452853,17.727742995738353,5.1207132500000005,5.1207132500000005,5.262500750000001,5.262500750000001,1.03655,-0.123794,-0.12896,-0.396285,0.0189363,0.195923,1.03655,0.123794,-0.12896,0.396285,0.0189363,-0.195923
51154,IBCAD00CRCUR6,190.5,197.08,201.0,2.0515,RESET:i:GasPanelBarPress1,98.382,98.389,98.404,0.010204,PSC:coinc:scaler:rate,3502.1,3648.8,3717.1,52.937,GAS:i::CDC_Temps-CDC_D1_Temp,299.35,299.35,299.35,273.15,GAS:i::CDC_Temps-CDC_D3_Temp,299.04999999999995,299.04999999999995,299.04999999999995,273.15,GAS:i::CDC_Temps-CDC_D4_Temp,299.04999999999995,299.102,299.15,273.199954,GAS:i::CDC_Temps-CDC_D5_Temp,298.25,298.346,298.35,273.168396,737.92599684,737.97850118,738.0910104799999,0.0765363264799999,572.112,99.587896,0.333112221620139,6.725,0.3845219666769934,6.821125,0.3747998808888361,6.9125000000000005,0.327053949241231,0.044013375,0.0356097653016596,3.811111111111111,0.348010216963685,3.9024333333333328,0.3210669673136743,4.033333333333333,0.2449489742783177,0.0787115555555555,0.0654465066277626,2.790909090909091,0.1758098145983065,2.893172727272727,0.1548720832875253,3.0181818181818185,0.2136266922375657,0.0667392727272727,0.0573211425637886,1.9714285714285715,0.2301456777066061,2.0858142857142856,0.1691857416120967,2.1928571428571426,0.2164904890939365,0.0595306428571428,0.0501198499070856,1.4529411764705882,0.1771921522628172,1.5865647058823529,0.157314954554456,1.7058823529411764,0.1853057886147048,0.0745028235294117,0.0642730182893989,1.3052631578947371,0.2344584403128156,1.399678947368421,0.2328030177805247,1.5105263157894735,0.253628636750894,0.055497,0.0396074781954115,1.0380952380952382,0.1465475706935822,1.1299571428571429,0.1185299236540232,1.261904761904762,0.1499206139134657,0.0597046666666666,0.0582068057235005,1.4333333333333331,0.420834230161191,1.5518641666666666,0.3681475391849998,1.6708333333333334,0.2955895607185699,0.0696905416666666,0.0647168034553349,1.4692307692307691,0.4496836494863746,1.5774465384615388,0.4227679125283025,1.6846153846153844,0.4220827479936205,0.0618034615384615,0.0629687145361763,0.148,10,47,11000.0,0.00039,99.587896,99.60385600000001,99.58044800000002,0.17407062952708563,0.17409852616270943,0.1740576110971279,1.0,1.004000000000019,1.0688445516334136e-07,18.514308910087273,18.15323383084577,5.227884615384616,0.0018694159723744793,0.0018596486508299483,22.948056847556472,23.990634442956427,6.865138375,6.865138375,6.956513375,6.956513375,1.03192,-0.120429,-0.12809,-0.368474,0.0241903,0.0988056,1.03192,0.120429,-0.12809,0.368474,0.0241903,-0.0988056
51095,IBCAD00CRCUR6,175.5,179.6,186.0,2.2473,RESET:i:GasPanelBarPress1,100.65,100.65,100.65,0.0,PSC:coinc:scaler:rate,3294.1,3387.3,3498.3,57.79,GAS:i::CDC_Temps-CDC_D1_Temp,299.25,299.25,299.25,273.15,GAS:i::CDC_Temps-CDC_D3_Temp,298.95,298.95,298.95,273.15,GAS:i::CDC_Temps-CDC_D4_Temp,298.95,299.012,299.04999999999995,273.198497,GAS:i::CDC_Temps-CDC_D5_Temp,298.25,298.25,298.25,273.15,754.937403,754.937403,754.937403,0.0,572.0155,101.9936,0.3412692331500291,4.775,0.3150963571444681,5.055225,0.3133793308436282,5.2375,0.2924648941081895,0.125928875,0.0411607749317495,2.6666666666666665,0.2828427124746189,2.8645888888888886,0.2637719822329716,3.011111111111111,0.2848001248439178,0.1049313333333333,0.0595636084954563,1.9909090909090912,0.1513574937328538,2.1409636363636366,0.1407851858167418,2.290909090909091,0.1972538742562257,0.084373909090909,0.0636264341629397,1.4,0.1754116038614058,1.5622357142857142,0.14486594124937,1.7214285714285715,0.2326389458385657,0.0624497857142857,0.0455953947795651,1.0411764705882354,0.1804813824519435,1.1846058823529413,0.1591921813037163,1.3352941176470587,0.2289682741958704,0.0662903529411764,0.0556938927216678,0.9368421052631576,0.2871517723275919,1.0734684210526315,0.2480151494311757,1.236842105263158,0.271232836253261,0.0605546842105263,0.0331374731385156,0.7428571428571429,0.1748468717805056,0.87121,0.1088062911324524,1.0142857142857142,0.1878449208408741,0.0643454285714285,0.0575756428245238,1.0541666666666665,0.2977877368729008,1.1679158333333337,0.2908407066317539,1.3041666666666665,0.3263489285847371,0.0514600416666666,0.0288837660534939,1.0807692307692305,0.3310821417947284,1.2051296153846154,0.3040193571268878,1.3461538461538458,0.3313376154085368,0.0640788461538461,0.0501157327638276,0.158,10,47,11000.0,0.00039,101.99360000000001,101.99360000000001,101.99360000000001,0.17830565780123095,0.17830565780123095,0.17830565780123095,1.0,1.0,1.1513594898591798e-07,18.860244988864146,18.211290322580645,3.891346153846154,0.0014924054556726596,0.0014971557613698081,17.12534299166176,18.497691223465218,5.181153875,5.181153875,5.363428874999999,5.363428874999999,1.01396,-0.0717712,-0.0951512,-0.486969,-0.00715646,0.339824,1.01396,0.0717712,-0.0951512,0.486969,-0.00715646,-0.339824
51401,IBCAD00CRCUR6,196.5,200.85,205.5,2.5953,RESET:i:GasPanelBarPress1,101.26,101.26,101.26,0.0,PSC:coinc:scaler:rate,2269.3,2407.5,2529.2,64.804,GAS:i::CDC_Temps-CDC_D1_Temp,299.25,299.25,299.25,273.15,GAS:i::CDC_Temps-CDC_D3_Temp,298.85,298.944,298.95,273.17353,GAS:i::CDC_Temps-CDC_D4_Temp,298.95,298.95,298.95,273.15,GAS:i::CDC_Temps-CDC_D5_Temp,298.15,298.202,298.25,273.199939,759.5127812,759.5127812,759.5127812,0.0,571.9865,102.64264,0.3434742409310777,5.5,0.2618614682831908,5.731975,0.3181868218066683,6.0375000000000005,0.4867897756879101,0.126589375,0.0680019633349708,3.077777777777777,0.2538591035287968,3.254166666666667,0.224543754088151,3.511111111111111,0.2848001248439177,0.1214898888888889,0.0700508458415108,2.2181818181818183,0.1601135960384489,2.395336363636364,0.1291892586303308,2.618181818181818,0.2482667187449088,0.0941259999999999,0.058677829305454,1.5214285714285711,0.1188313053066368,1.6904785714285713,0.1357161357595127,1.9428571428571424,0.2680823229310949,0.0912564285714285,0.0621755330554171,1.1176470588235292,0.184510481130636,1.2857647058823527,0.1436995474121981,1.5176470588235291,0.2743977362280141,0.089899294117647,0.0736399237139446,0.9947368421052633,0.269719368996177,1.1420126315789474,0.2342383198046645,1.3789473684210525,0.3101593629238954,0.0905186315789473,0.0517706608120109,0.8238095238095237,0.1338086764928265,0.9434823809523812,0.0924429302275064,1.0904761904761906,0.151343192462568,0.0651230952380952,0.0363518527999671,1.1083333333333336,0.3161131699753808,1.2589925,0.3076669186445968,1.4624999999999997,0.2498912807080573,0.0857959583333333,0.0449421044451048,1.1153846153846156,0.3366806293118839,1.273291923076923,0.3169541780638864,1.488461538461538,0.2875091971773052,0.0890350384615384,0.0518140322294883,0.154,3,40,0.0,0.000449,102.64264000000001,102.64264000000001,102.64264000000001,0.179449410082231,0.179449410082231,0.179449410082231,1.0,1.0480000000000018,1.865005192107996e-07,11.986557132188201,11.715328467153284,4.549038461538462,0.002380882658359294,0.002387118456428911,18.975500743222206,21.047682228332384,5.858564375,5.858564375,6.1640893750000005,6.1640893750000005,1.00479,-0.0503435,-0.0909644,-0.486412,-0.00673478,0.306132,1.00479,0.0503435,-0.0909644,0.486412,-0.00673478,-0.306132
